AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,SALE_YEAR,SALE_MONTH,BUILD_YEAR,BUILD_AGE
2,919.0,72.0,1.0,1.0,3.0,1,1,3.0,3.8,2.6,3.2,260537.0,35936.0,8984050.0,2010,1,1987,23
1,1741.0,46.0,1.0,1.0,4.0,0,2,2.2,2.7,3.5,2.845,424680.0,84936.0,12133700.0,2013,4,1977,36
1,1984.0,160.0,2.0,1.0,5.0,0,2,3.5,3.5,5.0,4.1,440372.0,242964.0,15185240.0,2012,6,1986,26
3,2202.0,104.0,3.0,2.0,5.0,1,0,2.4,3.5,4.1,3.41,821501.0,186705.0,18670480.0,2008,11,1994,14
0,630.0,52.0,1.0,1.0,2.0,1,2,2.9,4.7,2.8,3.21,273256.0,29541.0,7385285.0,2012,3,1993,19
3,1344.0,89.0,2.0,1.0,4.0,0,0,4.6,4.0,5.0,4.58,406489.0,301589.0,13112560.0,2008,8,2000,8
4,915.0,25.0,1.0,1.0,3.0,0,0,3.0,5.0,2.2,3.28,287054.0,105449.0,5858250.0,2010,7,1967,43
7,1884.0,142.0,3.0,2.0,5.0,0,1,3.4,2.9,2.3,2.85,253856.0,96054.0,6860970.0,2008,12,1958,50
5,1989.0,46.0,2.0,1.0,5.0,0,1,4.3,2.8,5.0,4.24,456406.0,190169.0,12677940.0,2009,1,1972,37
0,730.0,87.0,1.0,1.0,2.0,1,1,2.7,3.0,2.8,2.81,264504.0,54457.0,7779515.0,2010,3,1989,21
2,1081.0,172.0,1.0,1.0,3.0,1,1,4.4,2.0,2.2,2.78,270368.0,87216.0,8721550.0,2014,10,1981,33
2,1198.0,73.0,1.0,1.0,3.0,1,0,3.0,4.8,2.4,3.54,427058.0,151537.0,13776050.0,2008,5,1993,15
2,927.0,40.0,1.0,1.0,3.0,0,1,3.3,4.3,4.3,4.0,211506.0,89483.0,8134850.0,2013,6,1998,15
7,1611.0,115.0,2.0,1.0,4.0,0,1,2.4,2.4,4.0,2.88,315564.0,176344.0,9281280.0,2007,5,1983,24
0,655.0,22.0,1.0,1.0,2.0,1,0,2.4,3.1,3.2,2.94,398972.0,68395.0,11399205.0,2007,12,2000,7
7,1634.0,111.0,2.0,1.0,4.0,1,0,4.8,3.4,3.2,3.69,491907.0,163969.0,14906280.0,2007,9,1988,19
3,1762.0,28.0,2.0,1.0,4.0,0,0,4.1,4.2,4.8,4.41,439403.0,175761.0,14646760.0,2011,2,1983,28
3,2049.0,7.0,3.0,2.0,5.0,0,1,2.8,2.3,3.2,2.81,400777.0,180350.0,10019420.0,2009,8,1998,11
7,1711.0,148.0,2.0,1.0,4.0,0,0,4.2,2.7,3.8,3.41,450959.0,145471.0,14547070.0,2011,9,1985,26
3,1807.0,53.0,3.0,2.0,5.0,1,0,3.6,4.9,3.3,3.87,732764.0,286734.0,15929660.0,2010,6,1987,23
4,591.0,106.0,1.0,1.0,2.0,1,0,2.9,3.2,4.0,3.43,228552.0,164272.0,7142250.0,2010,2,1979,31
5,1827.0,98.0,2.0,1.0,5.0,1,0,2.4,3.4,4.0,3.37,616673.0,287781.0,20555760.0,2008,6,1995,13
0,789.0,197.0,1.0,1.0,2.0,1,0,2.3,4.5,2.8,2.99,412806.0,74093.0,10584775.0,2010,7,1985,25
0,1299.0,20.0,2.0,2.0,4.0,0,0,4.5,3.3,4.6,4.31,553550.0,205604.0,15815700.0,2010,4,1970,40
0,786.0,197.0,1.0,1.0,2.0,0,2,2.9,3.2,2.8,2.91,266914.0,37071.0,7414265.0,2006,12,1975,31
7,1726.0,89.0,2.0,1.0,4.0,1,1,4.1,3.9,2.9,3.65,291169.0,84286.0,7662340.0,2010,6,1968,42
5,1790.0,82.0,1.0,1.0,4.0,1,2,3.6,2.4,2.2,2.67,370287.0,170902.0,14241820.0,2008,10,1987,21
0,691.0,182.0,1.0,1.0,2.0,0,1,3.0,3.4,4.6,3.88,158899.0,5126.0,5125790.0,2009,2,1983,26
3,1405.0,75.0,2.0,1.0,4.0,1,2,4.3,2.1,3.7,3.4,383204.0,231939.0,10084320.0,2010,5,1999,11
0,1009.0,164.0,1.0,1.0,3.0,1,0,3.8,4.6,4.6,4.36,449339.0,26432.0,13215865.0,2012,5,2001,11
1,1525.0,114.0,1.0,1.0,4.0,1,0,4.7,4.7,5.0,4.82,743729.0,293577.0,19571820.0,2014,9,1983,31
7,1847.0,186.0,3.0,2.0,5.0,1,1,4.7,2.0,4.7,3.49,427751.0,236389.0,11256610.0,2009,11,1996,13
2,1250.0,47.0,2.0,1.0,4.0,1,0,4.5,4.5,3.4,4.17,482259.0,186681.0,15556750.0,2013,4,1996,17
4,804.0,179.0,1.0,1.0,2.0,1,2,4.1,3.9,3.0,3.6,236150.0,147594.0,5903750.0,2010,7,2003,7
3,2117.0,133.0,3.0,2.0,5.0,1,2,2.4,4.0,2.1,2.76,446980.0,248322.0,12416100.0,2009,12,1992,17
3,2018.0,145.0,3.0,2.0,5.0,1,2,2.0,4.8,4.4,3.8,451958.0,125544.0,12554380.0,2011,6,1990,21
2,942.0,74.0,1.0,1.0,3.0,0,2,2.8,3.7,3.4,3.34,234578.0,98372.0,7567040.0,2008,6,1982,26
0,777.0,196.0,1.0,1.0,2.0,1,2,4.7,4.5,2.0,3.31,281067.0,51103.0,8517175.0,2011,8,1986,25
5,1695.0,194.0,1.0,1.0,4.0,1,1,3.9,4.1,3.6,3.815,369855.0,92464.0,13209090.0,2006,12,1984,22
0,902.0,175.0,1.0,1.0,3.0,0,0,2.8,4.2,2.8,3.08,411699.0,73895.0,10556375.0,2011,2,2006,5
7,1904.0,89.0,3.0,2.0,5.0,0,2,5.0,2.6,4.1,3.65,297667.0,170096.0,8504780.0,2009,6,1985,24
1,1536.0,19.0,1.0,1.0,4.0,0,2,2.8,3.7,4.7,3.785,276617.0,92206.0,10245090.0,2012,7,1969,43
4,827.0,39.0,1.0,1.0,2.0,1,2,3.3,2.1,4.8,3.54,357217.0,166148.0,8307375.0,2011,10,1994,17
7,1553.0,158.0,2.0,1.0,4.0,0,1,3.5,2.2,3.9,3.04,215323.0,71774.0,6524930.0,2006,2,1952,54
2,768.0,46.0,1.0,1.0,2.0,1,1,3.6,3.4,3.3,3.43,179296.0,107578.0,7171850.0,2010,11,1991,19
2,1245.0,26.0,2.0,1.0,4.0,0,0,2.8,2.0,3.5,2.69,396538.0,58746.0,14686600.0,2009,7,2001,8
7,1662.0,55.0,2.0,1.0,4.0,1,2,3.2,4.5,2.2,3.49,320258.0,143273.0,8427850.0,2004,11,1974,30
3,1958.0,94.0,3.0,2.0,5.0,0,1,4.5,2.3,2.6,3.08,469780.0,192183.0,10676820.0,2009,12,1988,21
3,2281.0,124.0,4.0,2.0,6.0,1,0,2.2,4.0,4.6,3.7,843562.0,479297.0,19171860.0,2010,6,1997,13
7,1908.0,73.0,3.0,2.0,5.0,1,1,4.5,3.3,5.0,4.11,338673.0,127002.0,8466820.0,2009,12,1974,35
0,916.0,50.0,1.0,1.0,3.0,1,2,2.5,4.4,3.9,3.58,375172.0,37517.0,9379310.0,2011,8,1977,34
2,1101.0,24.0,1.0,1.0,3.0,1,1,3.6,3.4,3.1,3.37,235484.0,117742.0,8410150.0,2013,10,2004,9
1,1518.0,142.0,1.0,1.0,4.0,1,2,4.8,5.0,2.1,3.77,484782.0,99442.0,12430300.0,2014,6,1981,33
0,1049.0,10.0,1.0,1.0,3.0,1,0,2.8,3.5,3.6,3.34,412169.0,66838.0,11139700.0,2012,3,1992,20
4,736.0,120.0,1.0,1.0,2.0,1,1,3.6,2.4,4.1,3.44,290019.0,88267.0,6304750.0,2012,3,1983,29
0,693.0,69.0,1.0,1.0,2.0,0,1,2.7,4.6,3.3,3.38,320549.0,88151.0,8013720.0,2011,1,2003,8
1,1802.0,77.0,2.0,1.0,5.0,0,2,3.1,3.6,4.5,3.785,495694.0,80383.0,13397130.0,2014,10,2008,6
0,888.0,44.0,1.0,1.0,3.0,1,0,3.1,3.1,5.0,4.05,396433.0,69376.0,9910835.0,2012,2,1983,29
2,973.0,155.0,1.0,1.0,3.0,1,2,4.6,3.6,5.0,4.32,247961.0,38148.0,9536960.0,2006,12,1993,13
4,663.0,41.0,1.0,1.0,2.0,1,2,3.5,2.2,4.4,3.47,141060.0,79346.0,4408125.0,2011,8,1991,20
2,700.0,51.0,1.0,1.0,2.0,1,2,4.4,2.9,2.9,3.35,256389.0,115788.0,8270600.0,2011,3,1971,40
0,976.0,47.0,1.0,1.0,3.0,1,2,4.7,2.6,4.4,4.13,372453.0,68610.0,9801395.0,2007,6,1994,13
3,2283.0,56.0,4.0,2.0,6.0,1,2,3.4,3.6,3.4,3.46,443276.0,221638.0,13852380.0,2010,8,2004,6
3,1301.0,64.0,1.0,1.0,3.0,1,0,3.3,3.8,3.5,3.53,508189.0,254095.0,12099740.0,2011,1,2004,7
4,1261.0,112.0,1.0,1.0,3.0,0,0,3.5,3.7,4.0,3.76,308296.0,154148.0,9634250.0,2012,1,1993,19
3,2365.0,37.0,4.0,2.0,6.0,0,0,3.5,4.7,3.0,3.66,931224.0,297992.0,18624480.0,2010,8,1986,24
2,958.0,49.0,1.0,1.0,3.0,0,2,3.9,2.5,3.9,3.34,270242.0,45040.0,9008060.0,2011,11,1999,12
7,1587.0,21.0,2.0,1.0,4.0,1,1,4.8,4.8,4.0,4.56,291926.0,163135.0,8586060.0,2007,3,1984,23
5,1977.0,131.0,2.0,1.0,5.0,1,0,5.0,4.8,4.2,4.59,616010.0,242004.0,22000360.0,2011,1,1978,33
2,1137.0,70.0,1.0,1.0,3.0,0,2,2.8,2.5,2.5,2.59,313249.0,114858.0,10441640.0,2010,12,2005,5
2,865.0,165.0,1.0,1.0,3.0,0,2,3.0,3.8,3.2,3.38,217708.0,23326.0,7775300.0,2007,12,1980,27
2,1125.0,103.0,1.0,1.0,3.0,1,1,3.2,4.2,3.3,3.63,258958.0,46243.0,9248500.0,2008,6,1986,22
4,1635.0,122.0,2.0,2.0,4.0,0,0,4.6,2.9,4.4,4.01,371726.0,212415.0,10620750.0,2010,9,2005,5
3,2345.0,199.0,4.0,2.0,6.0,0,2,4.2,3.4,3.3,3.6,534204.0,106841.0,13355100.0,2009,3,1999,10
2,1072.0,83.0,1.0,1.0,3.0,1,1,4.8,2.5,3.9,3.61,257081.0,94263.0,8569350.0,2014,1,1989,25
3,2416.0,2.0,4.0,2.0,6.0,1,0,3.9,4.0,3.8,3.89,628321.0,215985.0,19635040.0,2008,7,1986,22
7,1720.0,110.0,2.0,1.0,4.0,0,2,4.8,4.2,4.8,4.53,277870.0,101044.0,8420300.0,2008,9,1958,50
4,727.0,88.0,1.0,1.0,2.0,1,2,3.8,2.7,3.1,3.19,228535.0,99618.0,5859875.0,2009,11,1996,13
5,1970.0,193.0,2.0,1.0,5.0,1,2,4.7,3.7,4.4,4.315,626088.0,208696.0,16053550.0,2011,10,1971,40
7,1891.0,51.0,3.0,2.0,5.0,1,2,3.9,4.6,4.2,4.31,430619.0,147641.0,12303400.0,2010,2,1965,45
4,1227.0,102.0,1.0,1.0,3.0,1,1,4.0,2.0,4.3,3.52,285108.0,154950.0,6198000.0,2011,8,2005,6
2,1253.0,135.0,2.0,1.0,4.0,1,2,2.3,3.7,3.8,3.31,352351.0,154153.0,11010960.0,2007,5,1998,9
4,1278.0,199.0,1.0,1.0,3.0,0,0,3.3,3.1,3.4,3.28,453424.0,94903.0,10544750.0,2012,2,1991,21
0,692.0,190.0,1.0,1.0,2.0,0,2,4.2,3.0,2.2,2.96,159076.0,32751.0,4678720.0,2007,6,1999,8
2,1186.0,200.0,1.0,1.0,3.0,0,0,3.5,3.8,3.6,3.65,326064.0,91298.0,13042550.0,2012,1,1983,29
3,1881.0,50.0,3.0,2.0,5.0,1,2,3.6,2.8,4.5,3.72,608015.0,240673.0,12666980.0,2009,11,2001,8
2,898.0,87.0,1.0,1.0,3.0,1,2,3.0,3.1,4.6,3.52,321574.0,103734.0,10373360.0,2012,5,2006,6
7,1661.0,31.0,2.0,1.0,4.0,1,1,2.3,4.6,3.5,3.7,306505.0,170281.0,8514030.0,2005,4,1976,29
3,1536.0,150.0,2.0,1.0,4.0,0,1,3.8,4.7,4.6,4.39,374964.0,87201.0,8720100.0,2009,1,1994,15
2,726.0,155.0,1.0,1.0,2.0,1,2,3.5,4.2,2.9,3.6,237190.0,86251.0,7187570.0,2010,2,1977,33
0,961.0,132.0,1.0,1.0,3.0,1,0,2.4,3.7,3.1,3.01,383886.0,10968.0,10968170.0,2007,8,1989,18
4,1356.0,100.0,2.0,2.0,4.0,1,1,4.1,4.5,2.5,3.58,224541.0,152108.0,7243250.0,2011,12,1968,43
2,882.0,40.0,1.0,1.0,3.0,0,2,2.5,2.4,4.2,2.97,285963.0,112652.0,8665540.0,2010,1,2006,4
4,1558.0,133.0,2.0,2.0,4.0,1,2,2.8,4.3,5.0,4.13,268541.0,150067.0,7898250.0,2011,9,1971,40
4,1440.0,75.0,2.0,2.0,4.0,1,1,2.4,4.0,4.4,3.68,330110.0,125756.0,7859750.0,2010,5,1969,41
4,691.0,37.0,1.0,1.0,2.0,1,2,2.0,3.8,3.2,3.02,236325.0,121193.0,6059625.0,2009,8,1989,20
0,1255.0,191.0,2.0,2.0,4.0,0,1,2.5,3.4,2.2,2.53,322706.0,60507.0,10084565.0,2012,2,2001,11
2,1009.0,128.0,1.0,1.0,3.0,1,0,2.7,4.2,2.5,3.24,414241.0,146989.0,13362600.0,2009,12,1985,24
0,1065.0,81.0,1.0,1.0,3.0,0,1,4.3,3.8,3.6,3.85,267426.0,41142.0,6857075.0,2008,1,2003,5
2,1065.0,11.0,1.0,1.0,3.0,1,1,3.1,4.9,4.2,4.15,268804.0,49779.0,9955700.0,2007,10,1969,38
4,694.0,3.0,1.0,1.0,2.0,1,1,4.8,3.3,2.8,3.55,190350.0,57105.0,3807000.0,2009,12,1965,44
2,1045.0,88.0,1.0,1.0,3.0,0,1,2.2,3.1,3.4,2.92,225513.0,27062.0,9020500.0,2011,1,1993,18
4,730.0,175.0,1.0,1.0,2.0,1,1,4.0,2.5,2.6,2.99,242000.0,44000.0,5500000.0,2009,9,1977,32
7,1871.0,22.0,3.0,2.0,5.0,0,2,4.0,3.2,2.8,3.28,310203.0,180952.0,8616750.0,2004,12,1955,49
2,994.0,56.0,1.0,1.0,3.0,1,1,2.0,3.7,2.8,2.92,236898.0,85283.0,9475900.0,2007,8,1985,22
1,1754.0,198.0,1.0,1.0,4.0,0,1,4.4,3.6,2.5,3.44,294779.0,76424.0,10917740.0,2012,7,1985,27
3,2224.0,189.0,4.0,2.0,6.0,1,1,3.4,3.1,4.4,3.71,609839.0,256132.0,12196780.0,2009,11,1980,29
4,836.0,66.0,1.0,1.0,2.0,0,2,3.9,3.4,4.9,4.15,171696.0,46501.0,3577000.0,2010,7,1988,22
4,1399.0,137.0,2.0,2.0,4.0,0,0,4.2,4.0,3.0,3.66,473817.0,187323.0,11019000.0,2009,12,1970,39
7,1950.0,126.0,3.0,2.0,5.0,1,1,3.3,3.0,3.7,3.29,392615.0,78523.0,11217570.0,2006,3,1995,11
1,1519.0,2.0,1.0,1.0,4.0,1,2,3.4,2.0,3.5,3.09,391124.0,156449.0,13037450.0,2013,7,1974,39
1,1605.0,4.0,1.0,1.0,4.0,1,2,2.5,2.3,4.4,3.21,400919.0,133640.0,12149050.0,2008,3,1968,40
2,1230.0,81.0,2.0,1.0,4.0,0,0,2.6,3.6,3.2,3.18,395059.0,98765.0,14109250.0,2007,12,2000,7
4,584.0,70.0,1.0,1.0,2.0,1,0,2.9,4.8,3.9,3.87,334778.0,96714.0,7439500.0,2011,5,1981,30
7,1590.0,57.0,2.0,1.0,4.0,0,0,3.1,3.2,4.0,3.42,411610.0,212444.0,13277730.0,2009,11,1955,54
7,1734.0,87.0,2.0,1.0,4.0,0,2,4.6,2.0,3.3,3.04,325789.0,111990.0,10180900.0,2005,1,1995,10
2,786.0,119.0,1.0,1.0,2.0,0,0,3.0,2.7,2.0,2.58,283533.0,43620.0,10905100.0,2007,11,2001,6
2,701.0,52.0,1.0,1.0,2.0,0,0,4.3,2.2,3.6,3.25,263922.0,42568.0,8513600.0,2012,12,1976,36
0,783.0,149.0,1.0,1.0,2.0,1,2,4.2,2.9,3.9,3.79,332985.0,110995.0,8538070.0,2007,4,1969,38
1,1739.0,128.0,1.0,1.0,4.0,0,2,3.7,3.5,2.4,3.13,356719.0,242059.0,12739970.0,2013,6,1998,15
2,1127.0,38.0,1.0,1.0,3.0,0,1,2.2,3.2,3.2,2.9,265248.0,61891.0,8841600.0,2009,4,1977,32
2,919.0,61.0,1.0,1.0,3.0,0,0,4.3,4.6,3.6,4.21,274871.0,40722.0,10180400.0,2008,8,1980,28
2,902.0,120.0,1.0,1.0,3.0,0,2,4.4,5.0,2.8,4.16,276408.0,25913.0,8637740.0,2007,10,2003,4
0,838.0,10.0,1.0,1.0,3.0,1,0,2.7,4.3,3.1,3.22,425503.0,167962.0,11197455.0,2010,9,1973,37
2,1026.0,174.0,1.0,1.0,3.0,0,0,4.0,5.0,4.6,4.58,322097.0,61942.0,12388350.0,2014,2,1993,21
4,1346.0,84.0,2.0,2.0,4.0,1,1,4.1,4.2,4.0,4.09,319963.0,133938.0,7441000.0,2011,10,1967,44
3,1764.0,191.0,2.0,1.0,4.0,0,2,2.2,2.5,4.2,3.09,339467.0,109505.0,10950540.0,2008,11,1985,23
2,825.0,9.0,1.0,1.0,3.0,1,0,4.8,2.7,3.1,3.45,306133.0,90706.0,11338250.0,2012,12,1998,14
7,1542.0,147.0,2.0,1.0,4.0,1,1,4.8,2.9,2.5,3.26,365067.0,225483.0,10737270.0,2011,4,2000,11
3,1869.0,20.0,3.0,2.0,5.0,0,2,3.9,2.4,3.2,3.17,436430.0,212620.0,11190500.0,2011,5,1995,16
0,1291.0,0.0,2.0,2.0,4.0,0,1,2.7,2.4,4.4,3.49,250240.0,27804.0,6951120.0,2007,12,1980,27
4,950.0,7.0,1.0,1.0,3.0,1,2,4.9,3.1,4.7,4.28,242004.0,73164.0,5628000.0,2009,12,1964,45
4,680.0,130.0,1.0,1.0,2.0,1,0,4.6,2.6,4.9,4.12,344736.0,131328.0,8208000.0,2010,3,1978,32
1,1579.0,188.0,1.0,1.0,4.0,1,2,4.0,4.0,4.2,4.08,333138.0,102504.0,12812990.0,2012,1,1981,31
2,1047.0,42.0,1.0,1.0,3.0,1,2,4.5,3.2,4.5,3.98,298688.0,81460.0,9051140.0,2006,10,1969,37
1,1660.0,36.0,1.0,1.0,4.0,1,0,3.3,2.5,3.2,3.06,467030.0,186812.0,18681200.0,2009,12,1979,30
2,835.0,46.0,1.0,1.0,3.0,1,2,2.1,2.4,2.7,2.4,267393.0,27661.0,9220450.0,2012,4,1990,22
1,1883.0,121.0,2.0,1.0,5.0,0,1,3.5,4.8,4.5,4.225,346233.0,119850.0,13316650.0,2010,11,1995,15
0,1109.0,5.0,1.0,1.0,3.0,1,1,3.6,2.9,3.4,3.36,361431.0,10040.0,10039740.0,2011,1,1975,36
0,995.0,26.0,1.0,1.0,3.0,1,2,2.0,2.8,2.7,2.51,281925.0,112770.0,8055010.0,2011,1,1977,34
7,1747.0,142.0,2.0,1.0,4.0,1,2,3.5,3.5,2.6,3.23,397258.0,132419.0,12038110.0,2012,1,1979,33
1,1529.0,191.0,1.0,1.0,4.0,1,1,4.9,4.9,4.2,4.62,479428.0,59929.0,11985700.0,2007,7,1972,35
4,1034.0,30.0,1.0,1.0,3.0,1,2,4.0,3.6,4.3,4.0,400584.0,191947.0,8345500.0,2009,7,1972,37
3,1302.0,84.0,1.0,1.0,3.0,0,0,3.7,4.1,2.5,3.34,406322.0,158014.0,11286720.0,2010,4,1984,26
4,654.0,143.0,1.0,1.0,2.0,1,0,3.3,3.1,4.8,3.84,290444.0,114827.0,6754500.0,2010,10,2004,6
2,1020.0,41.0,1.0,1.0,3.0,1,0,2.7,3.2,2.2,2.75,397371.0,198686.0,13245700.0,2008,12,1982,26
4,506.0,145.0,1.0,1.0,2.0,0,0,4.7,2.1,3.7,3.52,254251.0,58673.0,6519250.0,2010,6,1983,27
5,1955.0,10.0,2.0,1.0,5.0,1,1,2.3,5.0,3.9,3.695,391617.0,167836.0,13986310.0,2014,5,1971,43
4,1653.0,160.0,2.0,2.0,4.0,0,0,4.8,4.4,4.6,4.6,392600.0,171763.0,12268750.0,2009,8,1984,25
7,1820.0,77.0,3.0,2.0,5.0,1,1,4.8,3.4,3.8,3.87,364661.0,221007.0,11050340.0,2009,4,1977,32
7,1508.0,63.0,2.0,1.0,4.0,1,0,4.2,4.3,2.3,3.68,433275.0,96283.0,12035430.0,2005,10,1996,9
4,1292.0,111.0,1.0,1.0,3.0,0,0,3.4,2.7,2.3,2.75,421813.0,107697.0,8974750.0,2010,5,1993,17
1,1922.0,160.0,2.0,1.0,5.0,0,0,2.9,2.5,3.6,3.08,657450.0,106040.0,21208080.0,2009,1,1985,24
4,584.0,165.0,1.0,1.0,2.0,0,2,3.5,3.5,4.6,3.94,149274.0,98206.0,3928250.0,2011,9,2000,11
1,1839.0,153.0,2.0,1.0,5.0,1,1,4.0,3.6,2.6,3.34,472718.0,152938.0,13903480.0,2013,1,1999,14
7,1879.0,166.0,3.0,2.0,5.0,0,1,4.3,2.3,3.0,3.01,316824.0,89107.0,9900740.0,2005,3,1973,32
4,1199.0,70.0,1.0,1.0,3.0,0,2,3.4,2.8,2.8,2.98,249190.0,65962.0,7329125.0,2011,5,1979,32
2,1181.0,102.0,1.0,1.0,3.0,1,1,2.1,2.3,4.0,2.75,287561.0,110601.0,11060050.0,2009,9,1998,11
2,1068.0,86.0,1.0,1.0,3.0,0,2,3.6,4.4,2.5,3.59,263528.0,63610.0,9087160.0,2015,2,2003,12
7,1686.0,92.0,2.0,1.0,4.0,1,2,2.5,4.4,3.1,3.54,360782.0,252547.0,12026070.0,2010,4,1984,26
3,2242.0,84.0,4.0,2.0,6.0,1,2,4.1,3.4,4.1,3.89,447066.0,216759.0,13547460.0,2009,9,1998,11
2,1259.0,112.0,2.0,1.0,4.0,0,1,3.8,3.4,2.5,3.25,296823.0,143624.0,9574950.0,2009,12,1993,16
5,1843.0,118.0,2.0,1.0,5.0,1,2,2.1,4.7,3.0,3.155,367560.0,231426.0,13613320.0,2008,10,1979,29
5,1924.0,59.0,2.0,1.0,5.0,1,2,2.9,4.8,4.1,3.915,477871.0,260657.0,14480950.0,2008,2,1989,19
2,1144.0,73.0,1.0,1.0,3.0,0,0,4.5,4.9,3.3,4.3,379490.0,63248.0,12649650.0,2010,2,1979,31
4,542.0,127.0,1.0,1.0,2.0,1,0,3.4,3.2,2.4,2.94,230685.0,69206.0,7689500.0,2010,8,1984,26
1,1515.0,103.0,1.0,1.0,4.0,0,1,3.4,3.2,2.8,3.11,391136.0,97784.0,10864880.0,2011,4,1972,39
0,630.0,174.0,1.0,1.0,2.0,0,0,4.7,4.2,3.5,4.0,348618.0,9684.0,9683840.0,2011,8,1995,16
7,1671.0,182.0,2.0,1.0,4.0,0,1,4.6,4.3,2.6,3.87,416384.0,85412.0,10676510.0,2004,8,1986,18
4,1047.0,18.0,1.0,1.0,3.0,0,1,3.3,2.8,4.9,3.79,291168.0,78858.0,6066000.0,2010,4,1992,18
1,1595.0,87.0,1.0,1.0,4.0,1,0,4.8,2.2,3.9,3.79,646446.0,209658.0,17471500.0,2013,5,1983,30
0,1299.0,62.0,2.0,2.0,4.0,0,2,2.0,4.6,2.3,2.67,283058.0,105136.0,8087365.0,2008,7,1997,11
1,1626.0,27.0,1.0,1.0,4.0,1,2,3.8,3.5,4.5,4.005,513516.0,192568.0,12837890.0,2008,6,1970,38
4,801.0,80.0,1.0,1.0,2.0,0,1,3.4,3.6,3.4,3.46,191454.0,95727.0,5038250.0,2010,2,1993,17
2,1089.0,6.0,1.0,1.0,3.0,1,0,4.5,4.5,2.7,3.96,406081.0,183392.0,13099400.0,2009,6,2005,4
1,1955.0,54.0,2.0,1.0,5.0,0,1,2.5,2.4,3.1,2.715,335700.0,185214.0,11575870.0,2012,6,2001,11
3,1708.0,91.0,2.0,1.0,4.0,0,0,3.1,3.5,2.8,3.1,526583.0,283545.0,13502140.0,2010,11,1993,17
5,1697.0,19.0,1.0,1.0,4.0,1,2,4.4,2.2,3.6,3.49,550743.0,70608.0,14121610.0,2006,11,1996,10
5,1975.0,8.0,2.0,1.0,5.0,0,1,4.5,5.0,2.1,3.545,505728.0,101146.0,12643190.0,2007,3,1995,12
7,1966.0,168.0,3.0,2.0,5.0,1,1,2.1,2.8,3.6,2.87,407993.0,215329.0,11333130.0,2008,11,1959,49
1,1791.0,164.0,1.0,1.0,4.0,0,2,3.5,4.2,4.3,3.995,532771.0,84122.0,14020280.0,2009,11,1994,15
7,1890.0,66.0,3.0,2.0,5.0,1,0,3.7,4.5,3.4,3.97,491376.0,206061.0,15850840.0,2006,11,1999,7
4,967.0,152.0,1.0,1.0,3.0,0,1,3.4,2.5,4.4,3.53,143976.0,62260.0,3891250.0,2010,1,1981,29
1,1711.0,99.0,1.0,1.0,4.0,0,2,4.3,3.9,2.7,3.56,366782.0,84642.0,14106990.0,2014,5,2001,13
3,1583.0,62.0,2.0,1.0,4.0,0,2,3.9,4.1,2.2,3.28,379707.0,141034.0,10848760.0,2011,8,1986,25
0,1274.0,77.0,2.0,2.0,4.0,1,1,4.8,4.8,3.8,4.3,418725.0,139575.0,10736530.0,2011,11,1989,22
4,1356.0,158.0,2.0,2.0,4.0,0,1,3.7,3.0,4.4,3.77,314136.0,60154.0,6683750.0,2011,1,1966,45
2,1144.0,166.0,1.0,1.0,3.0,1,1,2.4,2.8,4.1,3.07,224235.0,26908.0,8969400.0,2011,10,1975,36
2,1129.0,49.0,1.0,1.0,3.0,0,2,4.0,4.5,2.3,3.69,300872.0,27352.0,9117330.0,2011,6,1995,16
0,695.0,86.0,1.0,1.0,2.0,1,0,4.6,3.9,2.4,3.36,273986.0,18266.0,9132865.0,2007,10,1996,11
2,867.0,108.0,1.0,1.0,3.0,1,1,4.2,4.7,4.0,4.34,208146.0,141539.0,8325850.0,2010,7,1995,15
3,1501.0,35.0,2.0,1.0,4.0,0,1,2.0,2.9,3.1,2.71,311281.0,128174.0,9155320.0,2008,4,1982,26
7,1896.0,72.0,3.0,2.0,5.0,1,2,3.8,3.8,3.4,3.68,383008.0,81244.0,11606300.0,2011,9,1996,15
4,1449.0,46.0,2.0,2.0,4.0,0,1,4.7,2.7,2.0,3.02,213096.0,54640.0,5464000.0,2011,9,1993,18
1,1700.0,168.0,1.0,1.0,4.0,0,2,3.9,2.5,4.9,3.95,298165.0,178899.0,11926600.0,2007,4,2002,5
7,1829.0,2.0,3.0,2.0,5.0,0,1,2.9,4.4,2.4,3.43,286079.0,121367.0,8669050.0,2004,10,1989,15
2,1178.0,4.0,1.0,1.0,3.0,1,2,4.6,4.8,2.5,4.05,287990.0,154280.0,10285360.0,2014,6,1980,34
3,1460.0,118.0,2.0,1.0,4.0,0,1,2.8,2.5,2.9,2.75,322466.0,128986.0,9213320.0,2009,4,1993,16
1,1807.0,83.0,2.0,1.0,5.0,1,1,3.1,2.4,5.0,3.685,399255.0,106468.0,13308490.0,2010,6,1973,37
0,1103.0,193.0,1.0,1.0,3.0,1,0,2.6,5.0,2.8,3.18,484314.0,65448.0,13089560.0,2012,4,1988,24
2,992.0,195.0,1.0,1.0,3.0,0,1,3.3,2.4,4.9,3.42,241118.0,34445.0,8611350.0,2009,3,1988,21
