PRT_ID,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE
P07826,,,,,,,
P00414,,,,,,,
P06559,,,,,,,
P01251,,,,,,,
P01989,,,,,,,
P03367,,,,,,,
P01135,,,,,,,
P09827,,,,,,,
P00301,,,,,,,
P01423,,,,,,,
P00022,,,,,,,
P06260,,,,,,,
P07011,,,,,,,
P06240,,,,,,,
P08777,,,,,,,
P01152,,,,,,,
P01601,,,,,,,
P02914,,,,,,,
P01020,,,,,,,
P08953,,,,,,,
P07819,,,,,,,
P05651,,,,,,,
P04930,,,,,,,
P07229,,,,,,,
P04114,,,,,,,
P03848,,,,,,,
P06967,,,,,,,
P01891,,,,,,,
P03230,,,,,,,
P03086,,,,,,,
P00371,,,,,,,
P01459,,,,,,,
P00479,,,,,,,
P05177,,,,,,,
P00508,,,,,,,
P08633,,,,,,,
P00610,,,,,,,
P05713,,,,,,,
P07868,,,,,,,
P02521,,,,,,,
P03356,,,,,,,
P09912,,,,,,,
P09856,,,,,,,
P02356,,,,,,,
P02792,,,,,,,
P05667,,,,,,,
P06865,,,,,,,
P02039,,,,,,,
P01429,,,,,,,
P03164,,,,,,,
P01821,,,,,,,
P02255,,,,,,,
P06723,,,,,,,
P02774,,,,,,,
P09945,,,,,,,
P01985,,,,,,,
P00583,,,,,,,
P01137,,,,,,,
P05771,,,,,,,
P01857,,,,,,,
P00705,,,,,,,
P01551,,,,,,,
P06018,,,,,,,
P05924,,,,,,,
P09136,,,,,,,
P09610,,,,,,,
P00004,,,,,,,
P07382,,,,,,,
P03492,,,,,,,
P09311,,,,,,,
P05970,,,,,,,
P09666,,,,,,,
P09697,,,,,,,
P09959,,,,,,,
P02842,,,,,,,
P04564,,,,,,,
P09243,,,,,,,
P02615,,,,,,,
P09439,,,,,,,
P01597,,,,,,,
P01734,,,,,,,
P03486,,,,,,,
P03840,,,,,,,
P06315,,,,,,,
P01267,,,,,,,
P02583,,,,,,,
P03317,,,,,,,
P04238,,,,,,,
P02824,,,,,,,
P03932,,,,,,,
P01849,,,,,,,
P04591,,,,,,,
P08926,,,,,,,
P04503,,,,,,,
P09971,,,,,,,
P02818,,,,,,,
P01395,,,,,,,
P07231,,,,,,,
P00246,,,,,,,
P08859,,,,,,,
P07637,,,,,,,
P01056,,,,,,,
P00896,,,,,,,
P01160,,,,,,,
P02401,,,,,,,
P04416,,,,,,,
P03904,,,,,,,
P04722,,,,,,,
P07722,,,,,,,
P04138,,,,,,,
P01196,,,,,,,
P05963,,,,,,,
P06100,,,,,,,
P08476,,,,,,,
P09078,,,,,,,
P09550,,,,,,,
P07312,,,,,,,
P07739,,,,,,,
P07164,,,,,,,
P01824,,,,,,,
P04477,,,,,,,
P04471,,,,,,,
P06803,,,,,,,
P05535,,,,,,,
P07709,,,,,,,
P06597,,,,,,,
P00532,,,,,,,
P04439,,,,,,,
P06850,,,,,,,
P09692,,,,,,,
P00127,,,,,,,
P00494,,,,,,,
P06004,,,,,,,
P03898,,,,,,,
P01796,,,,,,,
P09250,,,,,,,
P03714,,,,,,,
P03128,,,,,,,
P01495,,,,,,,
P09992,,,,,,,
P04793,,,,,,,
P03223,,,,,,,
P08634,,,,,,,
P00482,,,,,,,
P04212,,,,,,,
P06688,,,,,,,
P08169,,,,,,,
P09777,,,,,,,
P08188,,,,,,,
P06057,,,,,,,
P02943,,,,,,,
P02355,,,,,,,
P08970,,,,,,,
P04333,,,,,,,
P04920,,,,,,,
P00825,,,,,,,
P07667,,,,,,,
P03532,,,,,,,
P08902,,,,,,,
P09407,,,,,,,
P00151,,,,,,,
P06121,,,,,,,
P08246,,,,,,,
P02083,,,,,,,
P05702,,,,,,,
P04914,,,,,,,
P05944,,,,,,,
P05182,,,,,,,
P00917,,,,,,,
P08905,,,,,,,
P07993,,,,,,,
P04190,,,,,,,
P04942,,,,,,,
P04163,,,,,,,
P06703,,,,,,,
P06279,,,,,,,
P08561,,,,,,,
P05715,,,,,,,
P00615,,,,,,,
P08690,,,,,,,
P01153,,,,,,,
P00498,,,,,,,
P09830,,,,,,,
P02076,,,,,,,
P03797,,,,,,,
P04533,,,,,,,
P03505,,,,,,,
P02597,,,,,,,
P07798,,,,,,,
P04031,,,,,,,
P07247,,,,,,,
P09841,,,,,,,
P08822,,,,,,,
P03258,,,,,,,
P01236,,,,,,,
P08868,,,,,,,
P06453,,,,,,,
P01892,,,,,,,
P02763,,,,,,,
P03522,,,,,,,
P07682,,,,,,,
P03985,,,,,,,
P03805,,,,,,,
P08584,,,,,,,
P06334,,,,,,,
P09027,,,,,,,
P04107,,,,,,,
P03617,,,,,,,
P08086,,,,,,,
P08895,,,,,,,
P09743,,,,,,,
P05381,,,,,,,
P08268,,,,,,,
P00147,,,,,,,
P06837,,,,,,,
P06514,,,,,,,
P05107,,,,,,,
P07948,,,,,,,
P01535,,,,,,,
P03654,,,,,,,
P05197,,,,,,,
P04271,,,,,,,
P05213,,,,,,,
P02288,,,,,,,
P09256,,,,,,,
P00144,,,,,,,
P10005,,,,,,,
P07574,,,,,,,
P08014,,,,,,,
P01443,,,,,,,
P02537,,,,,,,
P07647,,,,,,,
P05363,,,,,,,
P01714,,,,,,,
P08642,,,,,,,
P03897,,,,,,,
P01315,,,,,,,
P02352,,,,,,,
P04446,,,,,,,
P06325,,,,,,,
P06631,,,,,,,
P09932,,,,,,,
P01964,,,,,,,
P02631,,,,,,,
P05604,,,,,,,
P06724,,,,,,,
P00316,,,,,,,
P06303,,,,,,,
P09964,,,,,,,
P05354,,,,,,,
P00087,,,,,,,
P04622,,,,,,,
P04515,,,,,,,
P09910,,,,,,,
P00043,,,,,,,
P00188,,,,,,,
P06448,,,,,,,
P02498,,,,,,,
P01687,,,,,,,
P00331,,,,,,,
P00402,,,,,,,
P03981,,,,,,,
P05705,,,,,,,
P03071,,,,,,,
P04723,,,,,,,
P01203,,,,,,,
P04681,,,,,,,
P09939,,,,,,,
P09533,,,,,,,
P06521,,,,,,,
P00264,,,,,,,
P09230,,,,,,,
P02472,,,,,,,
P06924,,,,,,,
P09620,,,,,,,
P03930,,,,,,,
P00072,,,,,,,
P02478,,,,,,,
P04494,,,,,,,
P05113,,,,,,,
P01030,,,,,,,
P01991,,,,,,,
P07592,,,,,,,
P03747,,,,,,,
P01022,,,,,,,
P03446,,,,,,,
P07841,,,,,,,
P05287,,,,,,,
P00621,,,,,,,
P06481,,,,,,,
P03572,,,,,,,
P07192,,,,,,,
P05488,,,,,,,
P08386,,,,,,,
P05409,,,,,,,
P03887,,,,,,,
P06434,,,,,,,
P07672,,,,,,,
P06222,,,,,,,
P09899,,,,,,,
P07337,,,,,,,
P06596,,,,,,,
P03304,,,,,,,
P00280,,,,,,,
P02640,,,,,,,
P01076,,,,,,,
P07990,,,,,,,
P01090,,,,,,,
P06007,,,,,,,
P05912,,,,,,,
P07842,,,,,,,
P04892,,,,,,,
P06738,,,,,,,
P06625,,,,,,,
P06077,,,,,,,
P05888,,,,,,,
P09513,,,,,,,
P03216,,,,,,,
P04524,,,,,,,
P09572,,,,,,,
P00018,,,,,,,
P02218,,,,,,,
P09775,,,,,,,
P05232,,,,,,,
P09046,,,,,,,
P07473,,,,,,,
P04458,,,,,,,
P03311,,,,,,,
P07327,,,,,,,
P01883,,,,,,,
P08391,,,,,,,
P09940,,,,,,,
P08063,,,,,,,
P07800,,,,,,,
P03909,,,,,,,
P09555,,,,,,,
P06879,,,,,,,
P09554,,,,,,,
P07069,,,,,,,
P07135,,,,,,,
P02907,,,,,,,
P07950,,,,,,,
P03776,,,,,,,
P06901,,,,,,,
P05205,,,,,,,
P08852,,,,,,,
P08651,,,,,,,
P08890,,,,,,,
P07380,,,,,,,
P07128,,,,,,,
P04737,,,,,,,
P05837,,,,,,,
P06856,,,,,,,
P04131,,,,,,,
P06196,,,,,,,
P00638,,,,,,,
P00032,,,,,,,
P04086,,,,,,,
P01025,,,,,,,
P08749,,,,,,,
P01983,,,,,,,
P01810,,,,,,,
P05375,,,,,,,
P04228,,,,,,,
P07084,,,,,,,
P06993,,,,,,,
P06133,,,,,,,
P02459,,,,,,,
P05087,,,,,,,
P05827,,,,,,,
P08663,,,,,,,
P02105,,,,,,,
P09327,,,,,,,
P08042,,,,,,,
P08154,,,,,,,
P01370,,,,,,,
P00289,,,,,,,
P00756,,,,,,,
P08566,,,,,,,
P08091,,,,,,,
P07684,,,,,,,
P06864,,,,,,,
P09685,,,,,,,
P07250,,,,,,,
P05886,,,,,,,
P09295,,,,,,,
P07005,,,,,,,
P05759,,,,,,,
P01353,,,,,,,
P02524,,,,,,,
P02151,,,,,,,
P03996,,,,,,,
P06947,,,,,,,
P00906,,,,,,,
P00322,,,,,,,
P08812,,,,,,,
P09179,,,,,,,
P01241,,,,,,,
P08293,,,,,,,
P02198,,,,,,,
P06339,,,,,,,
P09929,,,,,,,
P09621,,,,,,,
P06319,,,,,,,
P01446,,,,,,,
P03661,,,,,,,
P04943,,,,,,,
P06663,,,,,,,
P07002,,,,,,,
P01061,,,,,,,
P07541,,,,,,,
P01525,,,,,,,
P04929,,,,,,,
P06016,,,,,,,
P00186,,,,,,,
P09047,,,,,,,
P00632,,,,,,,
P01593,,,,,,,
P08033,,,,,,,
P02554,,,,,,,
P01844,,,,,,,
P07341,,,,,,,
P03574,,,,,,,
P07862,,,,,,,
P03001,,,,,,,
P00048,,,,,,,
P01965,,,,,,,
P07451,,,,,,,
P06138,,,,,,,
P06583,,,,,,,
P08085,,,,,,,
P01670,,,,,,,
P00692,,,,,,,
P07865,,,,,,,
P01181,,,,,,,
P01709,,,,,,,
P06814,,,,,,,
P08662,,,,,,,
P09571,,,,,,,
P06318,,,,,,,
P08227,,,,,,,
P05134,,,,,,,
P02562,,,,,,,
P06145,,,,,,,
P09054,,,,,,,
P08313,,,,,,,
P01762,,,,,,,
P03939,,,,,,,
P01318,,,,,,,
P00697,,,,,,,
P09999,,,,,,,
P00501,,,,,,,
P05736,,,,,,,
P01145,,,,,,,
P05152,,,,,,,
P07080,,,,,,,
P03779,,,,,,,
P09575,,,,,,,
P01149,,,,,,,
P02634,,,,,,,
P05584,,,,,,,
P03286,,,,,,,
P05915,,,,,,,
P03144,,,,,,,
P06641,,,,,,,
P00525,,,,,,,
P09399,,,,,,,
P09980,,,,,,,
P09946,,,,,,,
P05655,,,,,,,
P08802,,,,,,,
P05017,,,,,,,
P09300,,,,,,,
P08931,,,,,,,
P09182,,,,,,,
P07133,,,,,,,
P04178,,,,,,,
P05067,,,,,,,
P04275,,,,,,,
P01312,,,,,,,
P06188,,,,,,,
P08771,,,,,,,
P08743,,,,,,,
P00874,,,,,,,
P06001,,,,,,,
P00857,,,,,,,
P00118,,,,,,,
P08356,,,,,,,
P02096,,,,,,,
P08513,,,,,,,
P01499,,,,,,,
P07462,,,,,,,
P00039,,,,,,,
P04088,,,,,,,
P08309,,,,,,,
P05904,,,,,,,
P07104,,,,,,,
P05885,,,,,,,
P05920,,,,,,,
P08857,,,,,,,
P02684,,,,,,,
P04288,,,,,,,
P07840,,,,,,,
P07099,,,,,,,
P00245,,,,,,,
P07029,,,,,,,
P03519,,,,,,,
P01628,,,,,,,
P03235,,,,,,,
P09809,,,,,,,
P03386,,,,,,,
P02477,,,,,,,
P09043,,,,,,,
P01835,,,,,,,
P06904,,,,,,,
P00963,,,,,,,
P02156,,,,,,,
P00006,,,,,,,
P02579,,,,,,,
P01158,,,,,,,
P03494,,,,,,,
P00642,,,,,,,
P05867,,,,,,,
P03812,,,,,,,
P02858,,,,,,,
P05926,,,,,,,
P09733,,,,,,,
P03979,,,,,,,
P06593,,,,,,,
P03720,,,,,,,
P06895,,,,,,,
P08740,,,,,,,
P03656,,,,,,,
P04551,,,,,,,
P02436,,,,,,,
P09307,,,,,,,
P01952,,,,,,,
P02047,,,,,,,
P07567,,,,,,,
P07417,,,,,,,
P10032,,,,,,,
P01133,,,,,,,
P05686,,,,,,,
P05160,,,,,,,
P09394,,,,,,,
P04077,,,,,,,
P00839,,,,,,,
P05014,,,,,,,
P06143,,,,,,,
P08891,,,,,,,
P07338,,,,,,,
P09396,,,,,,,
P02649,,,,,,,
P06747,,,,,,,
P00863,,,,,,,
P06728,,,,,,,
P07025,,,,,,,
P01617,,,,,,,
P07654,,,,,,,
P04804,,,,,,,
P04298,,,,,,,
P09314,,,,,,,
P02995,,,,,,,
P00034,,,,,,,
P03808,,,,,,,
P09031,,,,,,,
P04504,,,,,,,
P05616,,,,,,,
P03715,,,,,,,
P08206,,,,,,,
P03183,,,,,,,
P02102,,,,,,,
P04753,,,,,,,
P01046,,,,,,,
P01618,,,,,,,
P07007,,,,,,,
P04944,,,,,,,
P00058,,,,,,,
P01713,,,,,,,
P08209,,,,,,,
P02268,,,,,,,
P06136,,,,,,,
P02169,,,,,,,
P00132,,,,,,,
P05946,,,,,,,
P01933,,,,,,,
P09304,,,,,,,
P00278,,,,,,,
P06681,,,,,,,
P01668,,,,,,,
P09985,,,,,,,
P00813,,,,,,,
P03136,,,,,,,
P09601,,,,,,,
P01362,,,,,,,
P08894,,,,,,,
P04357,,,,,,,
P08896,,,,,,,
P04992,,,,,,,
P04786,,,,,,,
P00505,,,,,,,
P06806,,,,,,,
P03601,,,,,,,
P06812,,,,,,,
P08141,,,,,,,
P08656,,,,,,,
P09386,,,,,,,
P03497,,,,,,,
P09102,,,,,,,
P04355,,,,,,,
P06003,,,,,,,
P07732,,,,,,,
P02820,,,,,,,
P03378,,,,,,,
P09618,,,,,,,
P06489,,,,,,,
P09782,,,,,,,
P05605,,,,,,,
P07839,,,,,,,
P04807,,,,,,,
P04844,,,,,,,
P09619,,,,,,,
P03348,,,,,,,
P00139,,,,,,,
P06072,,,,,,,
P06472,,,,,,,
P07758,,,,,,,
P00279,,,,,,,
P02276,,,,,,,
P08418,,,,,,,
P09141,,,,,,,
P10007,,,,,,,
P04216,,,,,,,
P03573,,,,,,,
P04164,,,,,,,
P05224,,,,,,,
P04627,,,,,,,
P07118,,,,,,,
P09134,,,,,,,
P09956,,,,,,,
P08030,,,,,,,
P01099,,,,,,,
P05777,,,,,,,
P07366,,,,,,,
P02532,,,,,,,
P06929,,,,,,,
P00528,,,,,,,
P02050,,,,,,,
P00143,,,,,,,
P04514,,,,,,,
P04376,,,,,,,
P08907,,,,,,,
P09591,,,,,,,
P00027,,,,,,,
P01747,,,,,,,
P07113,,,,,,,
P06475,,,,,,,
P04260,,,,,,,
P02674,,,,,,,
P08826,,,,,,,
P04029,,,,,,,
P02710,,,,,,,
P03849,,,,,,,
P06127,,,,,,,
P05191,,,,,,,
P06185,,,,,,,
P05910,,,,,,,
P04639,,,,,,,
P02817,,,,,,,
P05506,,,,,,,
P06749,,,,,,,
P01513,,,,,,,
P02695,,,,,,,
P05591,,,,,,,
P09235,,,,,,,
P00272,,,,,,,
P07174,,,,,,,
P05386,,,,,,,
P05880,,,,,,,
P02082,,,,,,,
P07196,,,,,,,
P05861,,,,,,,
P04483,,,,,,,
P07277,,,,,,,
P01526,,,,,,,
P02744,,,,,,,
P05959,,,,,,,
P06601,,,,,,,
P01777,,,,,,,
P03337,,,,,,,
P08751,,,,,,,
P03689,,,,,,,
P06540,,,,,,,
P04277,,,,,,,
P09573,,,,,,,
P01243,,,,,,,
P01558,,,,,,,
P06732,,,,,,,
P00913,,,,,,,
P07875,,,,,,,
P03166,,,,,,,
P07339,,,,,,,
P09778,,,,,,,
P04668,,,,,,,
P08849,,,,,,,
P07142,,,,,,,
P01482,,,,,,,
P03384,,,,,,,
P08824,,,,,,,
P09526,,,,,,,
P04066,,,,,,,
P04274,,,,,,,
P06668,,,,,,,
P09388,,,,,,,
P04348,,,,,,,
P03473,,,,,,,
P02960,,,,,,,
P02453,,,,,,,
P02398,,,,,,,
P07954,,,,,,,
P02482,,,,,,,
P00510,,,,,,,
P01468,,,,,,,
P08530,,,,,,,
P01613,,,,,,,
P06452,,,,,,,
P03811,,,,,,,
P07779,,,,,,,
P00047,,,,,,,
P01108,,,,,,,
P01346,,,,,,,
P03087,,,,,,,
P01282,,,,,,,
P08236,,,,,,,
P08352,,,,,,,
P09894,,,,,,,
P03847,,,,,,,
P02473,,,,,,,
P01636,,,,,,,
P00063,,,,,,,
P08038,,,,,,,
P00135,,,,,,,
P02412,,,,,,,
P08458,,,,,,,
P00702,,,,,,,
P07951,,,,,,,
P03255,,,,,,,
P05040,,,,,,,
P04168,,,,,,,
P07917,,,,,,,
P02269,,,,,,,
P04711,,,,,,,
P08265,,,,,,,
P08184,,,,,,,
P09890,,,,,,,
P06351,,,,,,,
P07635,,,,,,,
P07910,,,,,,,
P08569,,,,,,,
P08677,,,,,,,
P02192,,,,,,,
P06694,,,,,,,
P08191,,,,,,,
P03622,,,,,,,
P08430,,,,,,,
P06862,,,,,,,
P05459,,,,,,,
P01488,,,,,,,
P07141,,,,,,,
P00445,,,,,,,
P03219,,,,,,,
P02458,,,,,,,
P09371,,,,,,,
P03178,,,,,,,
P00552,,,,,,,
P07967,,,,,,,
P04123,,,,,,,
P05280,,,,,,,
P07714,,,,,,,
P04715,,,,,,,
P08682,,,,,,,
P01083,,,,,,,
P07275,,,,,,,
P09864,,,,,,,
P07600,,,,,,,
P00749,,,,,,,
P00007,,,,,,,
P04610,,,,,,,
P07004,,,,,,,
P06159,,,,,,,
P08568,,,,,,,
P03837,,,,,,,
P01997,,,,,,,
P00073,,,,,,,
P08339,,,,,,,
P06735,,,,,,,
P08493,,,,,,,
P09514,,,,,,,
P06476,,,,,,,
P09870,,,,,,,
P04566,,,,,,,
P00529,,,,,,,
P08322,,,,,,,
P09703,,,,,,,
P02348,,,,,,,
P05567,,,,,,,
P04182,,,,,,,
P00958,,,,,,,
P04984,,,,,,,
P05121,,,,,,,
P00112,,,,,,,
P00384,,,,,,,
P02693,,,,,,,
P03684,,,,,,,
P04729,,,,,,,
P06638,,,,,,,
P01634,,,,,,,
P00635,,,,,,,
P01504,,,,,,,
P01402,,,,,,,
P05621,,,,,,,
P00848,,,,,,,
P00824,,,,,,,
P05239,,,,,,,
P09593,,,,,,,
P00441,,,,,,,
P04266,,,,,,,
P01573,,,,,,,
P03171,,,,,,,
P03927,,,,,,,
P08000,,,,,,,
P09898,,,,,,,
P02534,,,,,,,
P07156,,,,,,,
P00598,,,,,,,
P08565,,,,,,,
P02057,,,,,,,
P01538,,,,,,,
P06690,,,,,,,
P00377,,,,,,,
P08800,,,,,,,
P05666,,,,,,,
P00050,,,,,,,
P01522,,,,,,,
P07371,,,,,,,
P07774,,,,,,,
P06225,,,,,,,
P07742,,,,,,,
P01087,,,,,,,
P01132,,,,,,,
P02775,,,,,,,
P08711,,,,,,,
P01987,,,,,,,
P09536,,,,,,,
P07668,,,,,,,
P00149,,,,,,,
P03078,,,,,,,
P04593,,,,,,,
P08792,,,,,,,
P08411,,,,,,,
P06075,,,,,,,
P02529,,,,,,,
P07435,,,,,,,
P06141,,,,,,,
P07221,,,,,,,
P09203,,,,,,,
P00052,,,,,,,
P00517,,,,,,,
P09941,,,,,,,
P06202,,,,,,,
P03527,,,,,,,
P05590,,,,,,,
P02317,,,,,,,
P03465,,,,,,,
P07869,,,,,,,
P06191,,,,,,,
P06424,,,,,,,
P08720,,,,,,,
P09751,,,,,,,
P04809,,,,,,,
P04198,,,,,,,
P01484,,,,,,,
P02114,,,,,,,
P01861,,,,,,,
P01616,,,,,,,
P08588,,,,,,,
P03987,,,,,,,
P06652,,,,,,,
P04760,,,,,,,
P08964,,,,,,,
P06037,,,,,,,
P03710,,,,,,,
P08088,,,,,,,
P00951,,,,,,,
P05347,,,,,,,
P09654,,,,,,,
P03625,,,,,,,
P09497,,,,,,,
P02092,,,,,,,
P06893,,,,,,,
P06844,,,,,,,
P09874,,,,,,,
P09537,,,,,,,
P07101,,,,,,,
P00196,,,,,,,
P03825,,,,,,,
P06460,,,,,,,
P00443,,,,,,,
P01982,,,,,,,
P02367,,,,,,,
P06650,,,,,,,
P07676,,,,,,,
P06035,,,,,,,
P08230,,,,,,,
P09170,,,,,,,
P08582,,,,,,,
P03074,,,,,,,
P06727,,,,,,,
P04332,,,,,,,
P05573,,,,,,,
P02644,,,,,,,
P06582,,,,,,,
P05700,,,,,,,
P08924,,,,,,,
P01254,,,,,,,
P07550,,,,,,,
P03845,,,,,,,
P01783,,,,,,,
P09881,,,,,,,
P07640,,,,,,,
P02679,,,,,,,
P06040,,,,,,,
P03458,,,,,,,
P04485,,,,,,,
P01674,,,,,,,
P03182,,,,,,,
P02012,,,,,,,
P05005,,,,,,,
P01542,,,,,,,
P02172,,,,,,,
P06886,,,,,,,
P09551,,,,,,,
P04119,,,,,,,
P06793,,,,,,,
P08018,,,,,,,
P08031,,,,,,,
P03138,,,,,,,
P09395,,,,,,,
P07445,,,,,,,
P01043,,,,,,,
P05712,,,,,,,
P01582,,,,,,,
P00253,,,,,,,
P01122,,,,,,,
P07089,,,,,,,
P06512,,,,,,,
P00651,,,,,,,
P00530,,,,,,,
P01671,,,,,,,
P04229,,,,,,,
P07634,,,,,,,
P08190,,,,,,,
P09074,,,,,,,
P08244,,,,,,,
P02030,,,,,,,
P08793,,,,,,,
P00856,,,,,,,
P02565,,,,,,,
P08835,,,,,,,
P07622,,,,,,,
P05698,,,,,,,
P05425,,,,,,,
P00221,,,,,,,
P04697,,,,,,,
P08947,,,,,,,
P07330,,,,,,,
P09687,,,,,,,
P02048,,,,,,,
P01813,,,,,,,
P09904,,,,,,,
P09531,,,,,,,
P00133,,,,,,,
P07049,,,,,,,
P01384,,,,,,,
P09418,,,,,,,
P08612,,,,,,,
P03959,,,,,,,
P04826,,,,,,,
P02920,,,,,,,
P07850,,,,,,,
P03846,,,,,,,
P06067,,,,,,,
P04141,,,,,,,
P08318,,,,,,,
P00653,,,,,,,
P01024,,,,,,,
P08251,,,,,,,
P06049,,,,,,,
P03065,,,,,,,
P02344,,,,,,,
P08604,,,,,,,
P08617,,,,,,,
P09791,,,,,,,
P01017,,,,,,,
P05549,,,,,,,
P00518,,,,,,,
P01028,,,,,,,
P06020,,,,,,,
P02293,,,,,,,
P02062,,,,,,,
P07508,,,,,,,
P06092,,,,,,,
P00706,,,,,,,
P08990,,,,,,,
P07075,,,,,,,
P04428,,,,,,,
P08710,,,,,,,
P07846,,,,,,,
P06073,,,,,,,
P02933,,,,,,,
P00317,,,,,,,
P04516,,,,,,,
P00429,,,,,,,
P07379,,,,,,,
P05524,,,,,,,
P08600,,,,,,,
P09595,,,,,,,
P02778,,,,,,,
P07335,,,,,,,
P02432,,,,,,,
P02194,,,,,,,
P04907,,,,,,,
P09446,,,,,,,
P08958,,,,,,,
P08052,,,,,,,
P05769,,,,,,,
P04690,,,,,,,
P09037,,,,,,,
P05399,,,,,,,
P09617,,,,,,,
P06062,,,,,,,
P06530,,,,,,,
P03914,,,,,,,
P05734,,,,,,,
P00955,,,,,,,
P01393,,,,,,,
P07409,,,,,,,
P01600,,,,,,,
P07706,,,,,,,
P04648,,,,,,,
P07314,,,,,,,
P07211,,,,,,,
P05310,,,,,,,
P00175,,,,,,,
P08059,,,,,,,
P00842,,,,,,,
P08976,,,,,,,
P08444,,,,,,,
P08689,,,,,,,
P03566,,,,,,,
P06498,,,,,,,
P02613,,,,,,,
P04882,,,,,,,
P05536,,,,,,,
P07905,,,,,,,
P04618,,,,,,,
P05173,,,,,,,
P09415,,,,,,,
P04879,,,,,,,
P07512,,,,,,,
P07140,,,,,,,
P05018,,,,,,,
P01435,,,,,,,
P00216,,,,,,,
P06047,,,,,,,
P00961,,,,,,,
P04751,,,,,,,
P05748,,,,,,,
P03003,,,,,,,
P07946,,,,,,,
P02721,,,,,,,
P09406,,,,,,,
P03561,,,,,,,
P06740,,,,,,,
P01371,,,,,,,
P02433,,,,,,,
P09694,,,,,,,
P03998,,,,,,,
P06616,,,,,,,
P09896,,,,,,,
P05893,,,,,,,
P04819,,,,,,,
P05753,,,,,,,
P02739,,,,,,,
P00673,,,,,,,
P00341,,,,,,,
P01586,,,,,,,
P01631,,,,,,,
P03787,,,,,,,
P00169,,,,,,,
P01736,,,,,,,
P09380,,,,,,,
P02754,,,,,,,
P03544,,,,,,,
P08948,,,,,,,
P04548,,,,,,,
P03767,,,,,,,
P01963,,,,,,,
P04580,,,,,,,
P02189,,,,,,,
P09128,,,,,,,
P03830,,,,,,,
P03923,,,,,,,
P08479,,,,,,,
P07947,,,,,,,
P04387,,,,,,,
P07048,,,,,,,
P00537,,,,,,,
P07860,,,,,,,
P07619,,,,,,,
P06017,,,,,,,
P02385,,,,,,,
P05436,,,,,,,
P02685,,,,,,,
P09041,,,,,,,
P01718,,,,,,,
P08929,,,,,,,
P01953,,,,,,,
P05999,,,,,,,
P01426,,,,,,,
P09831,,,,,,,
P07236,,,,,,,
P05513,,,,,,,
P08804,,,,,,,
P02124,,,,,,,
P05589,,,,,,,
P02581,,,,,,,
P05057,,,,,,,
P06470,,,,,,,
P01774,,,,,,,
P05825,,,,,,,
P08394,,,,,,,
P08613,,,,,,,
P05805,,,,,,,
P03757,,,,,,,
P06323,,,,,,,
P09875,,,,,,,
P08821,,,,,,,
P01341,,,,,,,
P06000,,,,,,,
P04779,,,,,,,
P05754,,,,,,,
P09684,,,,,,,
P00810,,,,,,,
P08203,,,,,,,
P08478,,,,,,,
P03102,,,,,,,
P05985,,,,,,,
P09860,,,,,,,
P08544,,,,,,,
P01113,,,,,,,
P09061,,,,,,,
P00869,,,,,,,
P06877,,,,,,,
P07693,,,,,,,
P08583,,,,,,,
P04377,,,,,,,
P00500,,,,,,,
P02320,,,,,,,
P07463,,,,,,,
P01095,,,,,,,
P03277,,,,,,,
P03173,,,,,,,
P08450,,,,,,,
P05829,,,,,,,
P05378,,,,,,,
P01993,,,,,,,
P09530,,,,,,,
P05891,,,,,,,
P01490,,,,,,,
P04060,,,,,,,
P03686,,,,,,,
P03727,,,,,,,
P01829,,,,,,,
P08856,,,,,,,
P06621,,,,,,,
P05154,,,,,,,
P04180,,,,,,,
P07310,,,,,,,
P04830,,,,,,,
P00416,,,,,,,
P06519,,,,,,,
P06932,,,,,,,
P09742,,,,,,,
P04974,,,,,,,
P07255,,,,,,,
P02465,,,,,,,
P01074,,,,,,,
P09836,,,,,,,
P03211,,,,,,,
P06294,,,,,,,
P00016,,,,,,,
P05255,,,,,,,
P06310,,,,,,,
P05755,,,,,,,
P07536,,,,,,,
P08305,,,,,,,
P05563,,,,,,,
P04468,,,,,,,
P03301,,,,,,,
P02743,,,,,,,
P09943,,,,,,,
P05137,,,,,,,
P00881,,,,,,,
P07816,,,,,,,
P07976,,,,,,,
P05456,,,,,,,
P06687,,,,,,,
P01386,,,,,,,
P03997,,,,,,,
P09489,,,,,,,
P09143,,,,,,,
P07427,,,,,,,
P05983,,,,,,,
P09506,,,,,,,
P05641,,,,,,,
P00418,,,,,,,
P02718,,,,,,,
P02207,,,,,,,
P03691,,,,,,,
P02292,,,,,,,
P02961,,,,,,,
P08587,,,,,,,
P04740,,,,,,,
P08126,,,,,,,
P02606,,,,,,,
P02611,,,,,,,
P09066,,,,,,,
P09914,,,,,,,
P00367,,,,,,,
P06911,,,,,,,
P04927,,,,,,,
P01465,,,,,,,
P07042,,,,,,,
P03869,,,,,,,
P01112,,,,,,,
P03405,,,,,,,
P01663,,,,,,,
P05366,,,,,,,
P08415,,,,,,,
P00334,,,,,,,
P06348,,,,,,,
P05687,,,,,,,
P08429,,,,,,,
P00903,,,,,,,
P02871,,,,,,,
P01627,,,,,,,
P03975,,,,,,,
P02244,,,,,,,
P07745,,,,,,,
P08650,,,,,,,
P03491,,,,,,,
P07626,,,,,,,
P01164,,,,,,,
P06384,,,,,,,
P02722,,,,,,,
P05954,,,,,,,
